area,UNIT_MEASURE,type,TIME_PERIOD,OBS_VALUE,type_id
Korea,PT_POP,Government/compulsory health insurance,2008,100,1
Korea,PT_POP,Government/compulsory health insurance,2009,100,1
Korea,PT_POP,Government/compulsory health insurance,2010,100,1
Korea,PT_POP,Government/compulsory health insurance,2011,100,1
Korea,PT_POP,Government/compulsory health insurance,2012,100,1
Korea,PT_POP,Government/compulsory health insurance,2013,100,1
Korea,PT_POP,Government/compulsory health insurance,2014,100,1
Korea,PT_POP,Government/compulsory health insurance,2015,100,1
Korea,PT_POP,Government/compulsory health insurance,2016,100,1
Korea,PT_POP,Government/compulsory health insurance,2017,100,1
Korea,PT_POP,Government/compulsory health insurance,2018,100,1
Korea,PT_POP,Government/compulsory health insurance,2019,100,1
Korea,PT_POP,Government/compulsory health insurance,2020,100,1
Korea,PT_POP,Government/compulsory health insurance,2021,100,1
Korea,PT_POP,Government/compulsory health insurance,2022,100,1
Latvia,PT_POP,Public and primary voluntary health insurance,2017,100,2
Latvia,PT_POP,Public and primary voluntary health insurance,2018,100,2
Latvia,PT_POP,Public and primary voluntary health insurance,2019,100,2
Latvia,PT_POP,Public and primary voluntary health insurance,2020,100,2
Latvia,PT_POP,Public and primary voluntary health insurance,2021,100,2
Latvia,PT_POP,Public and primary voluntary health insurance,2022,100,2
Latvia,PT_POP,Public and primary voluntary health insurance,2023,100,2
Latvia,PT_POP,Government/compulsory health insurance,2017,100,1
Latvia,PT_POP,Government/compulsory health insurance,2018,100,1
Latvia,PT_POP,Government/compulsory health insurance,2019,100,1
Latvia,PT_POP,Government/compulsory health insurance,2020,100,1
Latvia,PT_POP,Government/compulsory health insurance,2021,100,1
Latvia,PT_POP,Government/compulsory health insurance,2022,100,1
Latvia,PT_POP,Government/compulsory health insurance,2023,100,1
Lithuania,PT_POP,Government/compulsory health insurance,2010,90.9,1
Lithuania,PT_POP,Government/compulsory health insurance,2011,91.4,1
Lithuania,PT_POP,Government/compulsory health insurance,2012,91.9,1
Lithuania,PT_POP,Government/compulsory health insurance,2013,91.8,1
Lithuania,PT_POP,Government/compulsory health insurance,2014,92,1
Lithuania,PT_POP,Government/compulsory health insurance,2015,92.4,1
Lithuania,PT_POP,Government/compulsory health insurance,2016,92.5,1
Lithuania,PT_POP,Government/compulsory health insurance,2017,93.9,1
Lithuania,PT_POP,Government/compulsory health insurance,2018,98.1,1
Lithuania,PT_POP,Government/compulsory health insurance,2019,98.7,1
Lithuania,PT_POP,Government/compulsory health insurance,2020,99.1,1
Lithuania,PT_POP,Government/compulsory health insurance,2021,98.8,1
Lithuania,PT_POP,Government/compulsory health insurance,2022,98.9,1
Lithuania,PT_POP,Government/compulsory health insurance,2023,99.1,1
Lithuania,PS,Government/compulsory health insurance,2010,3034.1,1
Lithuania,PS,Government/compulsory health insurance,2011,3022.4,1
Lithuania,PS,Government/compulsory health insurance,2012,3011,1
Lithuania,PS,Government/compulsory health insurance,2013,2988.2,1
Lithuania,PS,Government/compulsory health insurance,2014,2971.2,1
Lithuania,PS,Government/compulsory health insurance,2015,2942.6,1
Lithuania,PS,Government/compulsory health insurance,2016,2939.3,1
Lithuania,PS,Government/compulsory health insurance,2017,2929,1
Lithuania,PS,Government/compulsory health insurance,2018,2906.2,1
Lithuania,PS,Government/compulsory health insurance,2019,2908,1
Lithuania,PS,Government/compulsory health insurance,2020,2947.7,1
Lithuania,PS,Government/compulsory health insurance,2021,2927.3,1
Lithuania,PS,Government/compulsory health insurance,2022,2983.8,1
Lithuania,PS,Government/compulsory health insurance,2023,2995.8,1
Lithuania,PT_POP,Public and primary voluntary health insurance,2010,90.9,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2011,91.4,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2012,91.9,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2013,91.8,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2014,92,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2015,92.4,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2016,92.5,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2017,93.9,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2018,98.1,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2019,98.7,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2020,99.1,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2021,98.8,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2022,98.9,2
Lithuania,PT_POP,Public and primary voluntary health insurance,2023,99.1,2
Luxembourg,PT_POP,Government/compulsory health insurance,2017,100,1
Luxembourg,PT_POP,Government/compulsory health insurance,2018,100,1
Luxembourg,PT_POP,Government/compulsory health insurance,2019,100,1
Luxembourg,PT_POP,Government/compulsory health insurance,2020,100,1
Luxembourg,PT_POP,Government/compulsory health insurance,2021,100,1
Luxembourg,PT_POP,Government/compulsory health insurance,2022,100,1
Luxembourg,PT_POP,Public and primary voluntary health insurance,2017,100,2
Luxembourg,PT_POP,Public and primary voluntary health insurance,2018,100,2
Luxembourg,PT_POP,Public and primary voluntary health insurance,2019,100,2
Luxembourg,PT_POP,Public and primary voluntary health insurance,2020,100,2
Luxembourg,PT_POP,Public and primary voluntary health insurance,2021,100,2
Luxembourg,PT_POP,Public and primary voluntary health insurance,2022,100,2
Luxembourg,PS,Government/compulsory health insurance,2017,602,1
Luxembourg,PS,Government/compulsory health insurance,2018,614,1
Luxembourg,PS,Government/compulsory health insurance,2019,626,1
Luxembourg,PS,Government/compulsory health insurance,2020,635,1
Luxembourg,PS,Government/compulsory health insurance,2021,645,1
Luxembourg,PS,Government/compulsory health insurance,2022,661,1
Mexico,PT_POP,Public and primary voluntary health insurance,2002,48.3,2
Mexico,PT_POP,Public and primary voluntary health insurance,2003,48.4,2
Mexico,PT_POP,Public and primary voluntary health insurance,2004,50.6,2
Mexico,PT_POP,Public and primary voluntary health insurance,2005,55.5,2
Mexico,PT_POP,Public and primary voluntary health insurance,2006,58.8,2
Mexico,PT_POP,Public and primary voluntary health insurance,2007,63.6,2
Mexico,PT_POP,Public and primary voluntary health insurance,2008,67.5,2
Mexico,PT_POP,Public and primary voluntary health insurance,2009,70.1,2
Mexico,PT_POP,Public and primary voluntary health insurance,2010,82.4,2
Mexico,PT_POP,Public and primary voluntary health insurance,2011,89.2,2
Mexico,PT_POP,Public and primary voluntary health insurance,2012,89.6,2
Mexico,PT_POP,Public and primary voluntary health insurance,2013,91.6,2
Mexico,PT_POP,Public and primary voluntary health insurance,2014,92.9,2
Mexico,PT_POP,Public and primary voluntary health insurance,2015,92.3,2
Mexico,PT_POP,Public and primary voluntary health insurance,2016,89.8,2
Mexico,PT_POP,Public and primary voluntary health insurance,2017,89.3,2
Mexico,PT_POP,Public and primary voluntary health insurance,2018,88.3,2
Mexico,PT_POP,Public and primary voluntary health insurance,2019,80.6,2
Mexico,PT_POP,Public and primary voluntary health insurance,2020,72.4,2
Mexico,PT_POP,Public and primary voluntary health insurance,2021,77.4,2
Mexico,PT_POP,Government/compulsory health insurance,2002,48.3,1
Mexico,PT_POP,Government/compulsory health insurance,2003,48.4,1
Mexico,PT_POP,Government/compulsory health insurance,2004,50.6,1
Mexico,PT_POP,Government/compulsory health insurance,2005,55.5,1
Mexico,PT_POP,Government/compulsory health insurance,2006,58.8,1
Mexico,PT_POP,Government/compulsory health insurance,2007,63.6,1
Mexico,PT_POP,Government/compulsory health insurance,2008,67.5,1
Mexico,PT_POP,Government/compulsory health insurance,2009,70.1,1
Mexico,PT_POP,Government/compulsory health insurance,2010,82.4,1
Mexico,PT_POP,Government/compulsory health insurance,2011,89.2,1
Mexico,PT_POP,Government/compulsory health insurance,2012,89.6,1
Mexico,PT_POP,Government/compulsory health insurance,2013,91.6,1
Mexico,PT_POP,Government/compulsory health insurance,2014,92.9,1
Mexico,PT_POP,Government/compulsory health insurance,2015,92.3,1
Mexico,PT_POP,Government/compulsory health insurance,2016,89.8,1
Mexico,PT_POP,Government/compulsory health insurance,2017,89.3,1
Mexico,PT_POP,Government/compulsory health insurance,2018,88.3,1
Mexico,PT_POP,Government/compulsory health insurance,2019,80.6,1
Mexico,PT_POP,Government/compulsory health insurance,2020,72.4,1
Mexico,PT_POP,Government/compulsory health insurance,2021,77.4,1
Mexico,PS,Government/compulsory health insurance,2002,49926,1
Mexico,PS,Government/compulsory health insurance,2003,50664,1
Mexico,PS,Government/compulsory health insurance,2004,53636,1
Mexico,PS,Government/compulsory health insurance,2005,59425,1
Mexico,PS,Government/compulsory health insurance,2006,63726,1
Mexico,PS,Government/compulsory health insurance,2007,69822,1
Mexico,PS,Government/compulsory health insurance,2008,75138,1
Mexico,PS,Government/compulsory health insurance,2009,79067,1
Mexico,PS,Government/compulsory health insurance,2010,94105,1
Mexico,PS,Government/compulsory health insurance,2011,103134,1
Mexico,PS,Government/compulsory health insurance,2012,104929,1
Mexico,PS,Government/compulsory health insurance,2013,108505.8,1
Mexico,PS,Government/compulsory health insurance,2014,111247.9,1
Mexico,PS,Government/compulsory health insurance,2015,111739.2,1
Mexico,PS,Government/compulsory health insurance,2016,110215.4,1
Mexico,PS,Government/compulsory health insurance,2017,110820.3,1
Mexico,PS,Government/compulsory health insurance,2018,110156,1
Mexico,PS,Government/compulsory health insurance,2019,102058.2,1
Mexico,PS,Government/compulsory health insurance,2020,92582.8,1
Mexico,PS,Government/compulsory health insurance,2021,99786.6,1
Netherlands,PT_POP,Public and primary voluntary health insurance,2000,97.6,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2001,98.1,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2002,98,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2003,97.9,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2004,97.9,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2005,97.9,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2006,99.5,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2007,99.6,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2008,99.6,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2009,99.6,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2010,99.6,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2011,99.6,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2012,99.7,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2013,99.8,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2014,99.8,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2015,99.8,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2016,99.9,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2017,99.9,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2018,99.9,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2019,99.9,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2020,99.9,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2021,99.9,2
Netherlands,PT_POP,Public and primary voluntary health insurance,2022,99.9,2
Netherlands,PT_POP,Government/compulsory health insurance,2000,64.5,1
Netherlands,PT_POP,Government/compulsory health insurance,2001,64.2,1
Netherlands,PT_POP,Government/compulsory health insurance,2002,63,1
Netherlands,PT_POP,Government/compulsory health insurance,2003,62.6,1
Netherlands,PT_POP,Government/compulsory health insurance,2004,62.5,1
Netherlands,PT_POP,Government/compulsory health insurance,2005,62.1,1
Netherlands,PT_POP,Government/compulsory health insurance,2006,99.5,1
Netherlands,PT_POP,Government/compulsory health insurance,2007,99.6,1
Netherlands,PT_POP,Government/compulsory health insurance,2008,99.6,1
Netherlands,PT_POP,Government/compulsory health insurance,2009,99.6,1
Netherlands,PT_POP,Government/compulsory health insurance,2010,99.6,1
Netherlands,PT_POP,Government/compulsory health insurance,2011,99.6,1
Netherlands,PT_POP,Government/compulsory health insurance,2012,99.7,1
Netherlands,PT_POP,Government/compulsory health insurance,2013,99.8,1
Netherlands,PT_POP,Government/compulsory health insurance,2014,99.8,1
Netherlands,PT_POP,Government/compulsory health insurance,2015,99.8,1
Netherlands,PT_POP,Government/compulsory health insurance,2016,99.9,1
Netherlands,PT_POP,Government/compulsory health insurance,2017,99.9,1
Netherlands,PT_POP,Government/compulsory health insurance,2018,99.9,1
Netherlands,PT_POP,Government/compulsory health insurance,2019,99.9,1
Netherlands,PT_POP,Government/compulsory health insurance,2020,99.9,1
Netherlands,PT_POP,Government/compulsory health insurance,2021,99.9,1
Netherlands,PT_POP,Government/compulsory health insurance,2022,99.9,1
Netherlands,PS,Government/compulsory health insurance,2000,10276,1
Netherlands,PS,Government/compulsory health insurance,2001,10294,1
Netherlands,PS,Government/compulsory health insurance,2002,10176,1
Netherlands,PS,Government/compulsory health insurance,2003,10152,1
Netherlands,PS,Government/compulsory health insurance,2004,10169,1
Netherlands,PS,Government/compulsory health insurance,2005,10133,1
Netherlands,PS,Government/compulsory health insurance,2006,16267,1
Netherlands,PS,Government/compulsory health insurance,2007,16312,1
Netherlands,PS,Government/compulsory health insurance,2008,16378,1
Netherlands,PS,Government/compulsory health insurance,2009,16464,1
Netherlands,PS,Government/compulsory health insurance,2010,16555,1
Netherlands,PS,Government/compulsory health insurance,2011,16634,1
Netherlands,PS,Government/compulsory health insurance,2012,16706,1
Netherlands,PS,Government/compulsory health insurance,2013,16770,1
Netherlands,PS,Government/compulsory health insurance,2014,16836,1
Netherlands,PS,Government/compulsory health insurance,2015,16913,1
Netherlands,PS,Government/compulsory health insurance,2016,17007,1
Netherlands,PS,Government/compulsory health insurance,2017,17111,1
Netherlands,PS,Government/compulsory health insurance,2018,17211,1
Netherlands,PS,Government/compulsory health insurance,2019,17320,1
Netherlands,PS,Government/compulsory health insurance,2020,17419,1
Netherlands,PS,Government/compulsory health insurance,2021,17511,1
Netherlands,PS,Government/compulsory health insurance,2022,17701,1
New Zealand,PT_POP,Public and primary voluntary health insurance,2000,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2001,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2002,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2003,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2004,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2005,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2006,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2007,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2008,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2009,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2010,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2011,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2012,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2013,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2014,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2015,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2016,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2017,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2018,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2019,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2020,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2021,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2022,100,2
New Zealand,PT_POP,Public and primary voluntary health insurance,2023,100,2
New Zealand,PS,Government/compulsory health insurance,2000,3873.1,1
New Zealand,PS,Government/compulsory health insurance,2001,3916.2,1
New Zealand,PS,Government/compulsory health insurance,2002,3989.5,1
New Zealand,PS,Government/compulsory health insurance,2003,4061.6,1
New Zealand,PS,Government/compulsory health insurance,2004,4114.3,1
New Zealand,PS,Government/compulsory health insurance,2005,4161,1
New Zealand,PS,Government/compulsory health insurance,2006,4209.1,1
New Zealand,PS,Government/compulsory health insurance,2007,4245.7,1
New Zealand,PS,Government/compulsory health insurance,2008,4280.3,1
New Zealand,PS,Government/compulsory health insurance,2009,4332.1,1
New Zealand,PS,Government/compulsory health insurance,2010,4373.9,1
New Zealand,PS,Government/compulsory health insurance,2011,4399.4,1
New Zealand,PS,Government/compulsory health insurance,2012,4425.9,1
New Zealand,PS,Government/compulsory health insurance,2013,4475.8,1
New Zealand,PS,Government/compulsory health insurance,2014,4554.6,1
New Zealand,PS,Government/compulsory health insurance,2015,4647.3,1
New Zealand,PS,Government/compulsory health insurance,2016,4747.2,1
New Zealand,PS,Government/compulsory health insurance,2017,4831,1
New Zealand,PS,Government/compulsory health insurance,2018,4886.1,1
New Zealand,PS,Government/compulsory health insurance,2019,5042,1
New Zealand,PS,Government/compulsory health insurance,2020,5105,1
New Zealand,PS,Government/compulsory health insurance,2021,5150,1
New Zealand,PS,Government/compulsory health insurance,2022,5150,1
New Zealand,PS,Government/compulsory health insurance,2023,5321,1
New Zealand,PT_POP,Government/compulsory health insurance,2000,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2001,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2002,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2003,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2004,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2005,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2006,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2007,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2008,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2009,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2010,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2011,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2012,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2013,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2014,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2015,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2016,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2017,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2018,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2019,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2020,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2021,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2022,100,1
New Zealand,PT_POP,Government/compulsory health insurance,2023,100,1
Norway,PT_POP,Government/compulsory health insurance,2000,100,1
Norway,PT_POP,Government/compulsory health insurance,2001,100,1
Norway,PT_POP,Government/compulsory health insurance,2002,100,1
Norway,PT_POP,Government/compulsory health insurance,2003,100,1
Norway,PT_POP,Government/compulsory health insurance,2004,100,1
Norway,PT_POP,Government/compulsory health insurance,2005,100,1
Norway,PT_POP,Government/compulsory health insurance,2006,100,1
Norway,PT_POP,Government/compulsory health insurance,2007,100,1
Norway,PT_POP,Government/compulsory health insurance,2008,100,1
Norway,PT_POP,Government/compulsory health insurance,2009,100,1
Norway,PT_POP,Government/compulsory health insurance,2010,100,1
Norway,PT_POP,Government/compulsory health insurance,2011,100,1
Norway,PT_POP,Government/compulsory health insurance,2012,100,1
Norway,PT_POP,Government/compulsory health insurance,2013,100,1
Norway,PT_POP,Government/compulsory health insurance,2014,100,1
Norway,PT_POP,Government/compulsory health insurance,2015,100,1
Norway,PT_POP,Government/compulsory health insurance,2016,100,1
Norway,PT_POP,Government/compulsory health insurance,2017,100,1
Norway,PT_POP,Government/compulsory health insurance,2018,100,1
Norway,PT_POP,Government/compulsory health insurance,2019,100,1
Norway,PT_POP,Government/compulsory health insurance,2020,100,1
Norway,PT_POP,Government/compulsory health insurance,2021,100,1
Norway,PT_POP,Government/compulsory health insurance,2022,100,1
Norway,PT_POP,Public and primary voluntary health insurance,2000,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2001,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2002,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2003,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2004,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2005,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2006,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2007,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2008,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2009,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2010,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2011,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2012,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2013,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2014,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2015,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2016,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2017,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2018,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2019,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2020,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2021,100,2
Norway,PT_POP,Public and primary voluntary health insurance,2022,100,2
Norway,PS,Government/compulsory health insurance,2000,4491,1
Norway,PS,Government/compulsory health insurance,2001,4514,1
Norway,PS,Government/compulsory health insurance,2002,4538,1
Norway,PS,Government/compulsory health insurance,2003,4565,1
Norway,PS,Government/compulsory health insurance,2004,4592,1
Norway,PS,Government/compulsory health insurance,2005,4623,1
Norway,PS,Government/compulsory health insurance,2006,4661,1
Norway,PS,Government/compulsory health insurance,2007,4709,1
Norway,PS,Government/compulsory health insurance,2008,4768,1
Norway,PS,Government/compulsory health insurance,2009,4829,1
Norway,PS,Government/compulsory health insurance,2010,4889,1
Norway,PS,Government/compulsory health insurance,2011,4953,1
Norway,PS,Government/compulsory health insurance,2012,5019,1
Norway,PS,Government/compulsory health insurance,2013,5080,1
Norway,PS,Government/compulsory health insurance,2014,5137,1
Norway,PS,Government/compulsory health insurance,2015,5190,1
Norway,PS,Government/compulsory health insurance,2016,5236.2,1
Norway,PS,Government/compulsory health insurance,2017,5277,1
Norway,PS,Government/compulsory health insurance,2018,5312,1
Norway,PS,Government/compulsory health insurance,2019,5348,1
Norway,PS,Government/compulsory health insurance,2020,5379,1
Norway,PS,Government/compulsory health insurance,2021,5408,1
Norway,PS,Government/compulsory health insurance,2022,5457,1
Poland,PT_POP,Public and primary voluntary health insurance,2005,97.3,2
Poland,PT_POP,Public and primary voluntary health insurance,2006,99.3,2
Poland,PT_POP,Public and primary voluntary health insurance,2007,98.1,2
Poland,PT_POP,Public and primary voluntary health insurance,2008,97.8,2
Poland,PT_POP,Public and primary voluntary health insurance,2009,97.6,2
Poland,PT_POP,Public and primary voluntary health insurance,2010,97.5,2
Poland,PT_POP,Public and primary voluntary health insurance,2011,96.6,2
Poland,PT_POP,Public and primary voluntary health insurance,2012,91,2
Poland,PT_POP,Public and primary voluntary health insurance,2013,91.6,2
Poland,PT_POP,Public and primary voluntary health insurance,2014,91.3,2
Poland,PT_POP,Public and primary voluntary health insurance,2015,91,2
Poland,PT_POP,Public and primary voluntary health insurance,2016,91.5,2
Poland,PT_POP,Public and primary voluntary health insurance,2017,92.6,2
Poland,PT_POP,Public and primary voluntary health insurance,2018,92.9,2
Poland,PT_POP,Public and primary voluntary health insurance,2019,93.4,2
Poland,PT_POP,Public and primary voluntary health insurance,2020,93.3,2
Poland,PT_POP,Public and primary voluntary health insurance,2021,94,2
Poland,PT_POP,Public and primary voluntary health insurance,2022,96.7,2
Poland,PT_POP,Public and primary voluntary health insurance,2023,96.9,2
Poland,PT_POP,Government/compulsory health insurance,2005,97.3,1
Poland,PT_POP,Government/compulsory health insurance,2006,99.3,1
Poland,PT_POP,Government/compulsory health insurance,2007,98.1,1
Poland,PT_POP,Government/compulsory health insurance,2008,97.8,1
Poland,PT_POP,Government/compulsory health insurance,2009,97.6,1
Poland,PT_POP,Government/compulsory health insurance,2010,97.5,1
Poland,PT_POP,Government/compulsory health insurance,2011,96.6,1
Poland,PT_POP,Government/compulsory health insurance,2012,91,1
Poland,PT_POP,Government/compulsory health insurance,2013,91.6,1
Poland,PT_POP,Government/compulsory health insurance,2014,91.3,1
Poland,PT_POP,Government/compulsory health insurance,2015,91,1
Poland,PT_POP,Government/compulsory health insurance,2016,91.5,1
Poland,PT_POP,Government/compulsory health insurance,2017,92.6,1
Poland,PT_POP,Government/compulsory health insurance,2018,92.9,1
Poland,PT_POP,Government/compulsory health insurance,2019,93.4,1
Poland,PT_POP,Government/compulsory health insurance,2020,93.3,1
Poland,PT_POP,Government/compulsory health insurance,2021,94,1
Poland,PT_POP,Government/compulsory health insurance,2022,96.7,1
Poland,PT_POP,Government/compulsory health insurance,2023,96.9,1
Poland,PS,Government/compulsory health insurance,2005,37855,1
Poland,PS,Government/compulsory health insurance,2006,37853,1
Poland,PS,Government/compulsory health insurance,2007,37398,1
Poland,PS,Government/compulsory health insurance,2008,37288,1
Poland,PS,Government/compulsory health insurance,2009,37239,1
Poland,PS,Government/compulsory health insurance,2010,37231,1
Poland,PS,Government/compulsory health insurance,2011,37242,1
Poland,PS,Government/compulsory health insurance,2012,35054,1
Poland,PS,Government/compulsory health insurance,2013,35254.4,1
Poland,PS,Government/compulsory health insurance,2014,35122.6,1
Poland,PS,Government/compulsory health insurance,2015,34985.5,1
Poland,PS,Government/compulsory health insurance,2016,35154.2,1
Poland,PS,Government/compulsory health insurance,2017,35492.1,1
Poland,PS,Government/compulsory health insurance,2018,35532.5,1
Poland,PS,Government/compulsory health insurance,2019,35776.6,1
Poland,PS,Government/compulsory health insurance,2020,35803,1
Poland,PS,Government/compulsory health insurance,2021,35962.4,1
Poland,PS,Government/compulsory health insurance,2022,36720.2,1
Poland,PS,Government/compulsory health insurance,2023,36612.9,1
Portugal,PT_POP,Government/compulsory health insurance,2000,100,1
Portugal,PT_POP,Government/compulsory health insurance,2001,100,1
Portugal,PT_POP,Government/compulsory health insurance,2002,100,1
Portugal,PT_POP,Government/compulsory health insurance,2003,100,1
Portugal,PT_POP,Government/compulsory health insurance,2004,100,1
Portugal,PT_POP,Government/compulsory health insurance,2005,100,1
Portugal,PT_POP,Government/compulsory health insurance,2006,100,1
Portugal,PT_POP,Government/compulsory health insurance,2007,100,1
Portugal,PT_POP,Government/compulsory health insurance,2008,100,1
Portugal,PT_POP,Government/compulsory health insurance,2009,100,1
Portugal,PT_POP,Government/compulsory health insurance,2010,100,1
Portugal,PT_POP,Government/compulsory health insurance,2011,100,1
Portugal,PT_POP,Government/compulsory health insurance,2012,100,1
Portugal,PT_POP,Government/compulsory health insurance,2013,100,1
Portugal,PT_POP,Government/compulsory health insurance,2014,100,1
Portugal,PT_POP,Government/compulsory health insurance,2015,100,1
Portugal,PT_POP,Government/compulsory health insurance,2016,100,1
Portugal,PT_POP,Government/compulsory health insurance,2017,100,1
Portugal,PT_POP,Government/compulsory health insurance,2018,100,1
Portugal,PT_POP,Government/compulsory health insurance,2019,100,1
Portugal,PT_POP,Government/compulsory health insurance,2020,100,1
Portugal,PT_POP,Government/compulsory health insurance,2021,100,1
Portugal,PT_POP,Government/compulsory health insurance,2022,100,1
Portugal,PS,Government/compulsory health insurance,2000,10330.8,1
Portugal,PS,Government/compulsory health insurance,2001,10394.7,1
Portugal,PS,Government/compulsory health insurance,2002,10444.6,1
Portugal,PS,Government/compulsory health insurance,2003,10473.1,1
Portugal,PS,Government/compulsory health insurance,2004,10494.7,1
Portugal,PS,Government/compulsory health insurance,2005,10512,1
Portugal,PS,Government/compulsory health insurance,2006,10532.6,1
Portugal,PS,Government/compulsory health insurance,2007,10553.3,1
Portugal,PS,Government/compulsory health insurance,2008,10563,1
Portugal,PS,Government/compulsory health insurance,2009,10573.5,1
Portugal,PS,Government/compulsory health insurance,2010,10572.7,1
