area,FREQ,Frequency of observation,MEASURE,Measure,Age,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE
Denmark,A,Annual,LFEXP,Life expectancy,40 years,M,Male,2015,,39.8
Denmark,A,Annual,LFEXP,Life expectancy,40 years,M,Male,2016,,40.1
Denmark,A,Annual,LFEXP,Life expectancy,40 years,M,Male,2017,,40.2
Denmark,A,Annual,LFEXP,Life expectancy,40 years,M,Male,2018,,40.1
Denmark,A,Annual,LFEXP,Life expectancy,40 years,M,Male,2019,,40.5
Denmark,A,Annual,LFEXP,Life expectancy,40 years,M,Male,2020,,40.7
Denmark,A,Annual,LFEXP,Life expectancy,40 years,M,Male,2021,,40.6
Denmark,A,Annual,LFEXP,Life expectancy,40 years,M,Male,2022,,40.5
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1960,,-0.4
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1961,,-0.7
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1962,,-0.7
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1963,,-0.8
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1964,,-0.8
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1965,,-0.9
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1966,,-1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1967,,-1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1968,,-0.9
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1969,,-0.9
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1970,,-0.9
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1971,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1972,,-1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1973,,-1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1974,,-0.9
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1975,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1976,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1977,,-1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1978,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1979,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1980,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1981,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1982,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1983,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1984,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1985,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1986,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1987,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1988,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1989,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1990,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1991,,-1.3
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1992,,-1.3
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1993,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1994,,-1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1995,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1996,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1997,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1998,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,1999,,-1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2000,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2001,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2002,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2003,,-1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2004,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2005,,-1.1
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2006,,-1.3
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2007,,-1.2
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2008,,-1.3
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2009,,-1.3
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2010,,-1.5
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2011,,-1.4
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2012,,-1.4
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2013,,-1.3
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2014,,-1.5
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2015,,-1.3
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2016,,-1.5
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2017,,-1.4
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2018,,-1.3
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2019,,-1.5
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2020,,-1.5
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2021,,-1.6
Czechia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),80 years,_T,Total,2022,,-1.5
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1961,,6.1
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1966,,6.4
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1971,,6.4
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1976,,6.4
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1980,,6.9
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1981,,7
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1982,,6.9
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1983,,7
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1984,,7
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1985,,6.8
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1986,,7
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1987,,7.1
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1988,,7
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1989,,7.2
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1990,,7.4
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1991,,7.4
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1992,,7.4
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1993,,7.3
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1994,,7.4
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1995,,7.3
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1996,,7.3
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1997,,7.3
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1998,,7.4
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,1999,,7.4
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2000,,7.6
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2001,,7.7
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2002,,7.8
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2003,,7.9
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2004,,8
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2005,,8.1
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2006,,8.3
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2007,,8.3
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2008,,8.3
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2009,,8.6
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2010,,8.7
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2011,,8.7
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2012,,8.8
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2013,,8.9
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2014,,8.9
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2015,,8.9
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2016,,9.1
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2017,,9
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2018,,9.1
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2019,,9.2
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2020,,9.1
Canada,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2021,,9.2
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1960,,15
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1961,,15.5
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1962,,15.1
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1963,,15
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1964,,15.3
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1965,,14.9
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1966,,15.4
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1967,,15
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1968,,15
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1969,,14.8
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1970,,14.9
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1971,,15.2
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1972,,15.4
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1973,,15.7
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1974,,15.6
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1975,,15.6
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1976,,15.8
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1977,,16.1
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1978,,15.9
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1979,,16.2
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1980,,16.3
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1981,,16.4
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1982,,16.6
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1983,,16.5
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1984,,16.9
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1985,,17
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1986,,17.3
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1987,,17.5
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1988,,17.7
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1989,,17.7
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1990,,17.9
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1991,,18
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1992,,18
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1993,,18.2
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1994,,18.5
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1995,,18.5
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1996,,18.7
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1997,,18.8
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1998,,19.2
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,1999,,19.4
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2000,,19.8
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2001,,20.2
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2002,,20.1
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2003,,20.1
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2004,,20.6
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2005,,20.8
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2006,,21.1
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2007,,21.3
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2008,,21.5
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2009,,21.4
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2010,,21.6
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2011,,21.9
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2012,,21.8
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2013,,22
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2014,,22.4
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2015,,22
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2016,,22.4
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2017,,22.5
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2018,,22.4
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2019,,22.7
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2020,,21.8
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2021,,21.9
Austria,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2022,,22
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1960,,2.2
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1961,,2.3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1962,,2.3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1963,,2.5
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1964,,2.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1965,,2.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1966,,2.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1967,,2.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1968,,2.8
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1969,,2.8
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1970,,2.9
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1971,,3.2
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1972,,2.9
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1973,,3.1
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1974,,3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1975,,3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1976,,3.2
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1977,,3.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1978,,3.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1979,,3.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1980,,3.5
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1981,,3.5
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1982,,3.5
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1983,,3.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1984,,3.3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1985,,3.7
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1986,,3.5
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1987,,3.6
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1988,,3.6
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1989,,3.6
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1990,,3.8
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1991,,3.7
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1992,,3.8
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1993,,3.7
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1994,,3.6
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1995,,3.6
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1996,,3.6
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1997,,3.7
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1998,,3.7
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1999,,3.8
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2000,,4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2001,,4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2002,,4.1
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2003,,4.1
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2004,,4.1
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2005,,4.2
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2006,,4.3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2007,,4.3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2008,,4.3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2009,,4.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2010,,4.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2011,,4.5
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2012,,4.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2013,,4.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2014,,4.5
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2015,,4.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2016,,4.5
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2017,,4.3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2018,,4.3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2019,,4.3
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2020,,4.6
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2021,,4.4
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2022,,4.2
Poland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2023,,4.2
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1982,,19.9
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1983,,19.6
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1984,,19.8
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1985,,20
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1986,,20.4
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1987,,20.5
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1988,,20.9
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1989,,21.3
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1990,,21.2
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1991,,20.9
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1992,,21.2
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1993,,21.1
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1994,,21.4
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1995,,21.7
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1996,,22.2
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1997,,22.1
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1998,,22.3
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,1999,,22.5
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2000,,22.9
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2001,,23.2
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2002,,23.2
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2003,,23
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2004,,23.7
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2005,,23.5
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2006,,24.3
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2007,,24.5
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2008,,24.8
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2009,,24.8
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2010,,25.3
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2011,,25.4
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2012,,25.3
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2013,,25.7
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2014,,25.9
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2015,,25.7
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2016,,26.1
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2017,,25.9
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2018,,26.1
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2019,,26.1
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2020,,25
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2021,,25.5
Slovenia,A,Annual,LFEXP,Life expectancy,60 years,F,Female,2022,,25.8
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1960,,1.8
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1970,,2.6
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1979,,3
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1980,,3.1
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1985,,3.8
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1986,,3.8
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1987,,3.5
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1988,,3.6
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1989,,3.4
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1990,,3.7
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1991,,3.5
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1992,,3.8
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1993,,3.6
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1994,,3.6
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1995,,3.7
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1996,,3.5
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1997,,3.6
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1998,,3.6
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1999,,3.5
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2000,,3.4
Ireland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2001,,3.5
